,model_argument,received_argument,type,verdict
2412,0,4,human,1
2413,0,4,llm,1
2414,0,4,unknown,1
2415,0,5,human,0
2416,0,5,llm,0
2417,0,5,unknown,0
2418,0,6,human,0
2419,0,6,llm,1
2420,0,6,unknown,0
2421,0,7,human,0
2422,0,7,llm,1
2423,0,7,unknown,0
2424,0,8,human,0
2425,0,8,llm,0
2426,0,8,unknown,0
2427,0,9,human,0
2428,0,9,llm,0
2429,0,9,unknown,0
2430,1,0,human,1
2431,1,0,llm,1
2432,1,0,unknown,1
2433,1,1,human,1
2434,1,1,llm,1
2435,1,1,unknown,1
2436,1,2,human,1
2437,1,2,llm,1
2438,1,2,unknown,1
2439,1,3,human,1
2440,1,3,llm,1
2441,1,3,unknown,1
2442,1,4,human,1
2443,1,4,llm,1
2444,1,4,unknown,1
2445,1,5,human,0
2446,1,5,llm,0
2447,1,5,unknown,0
2448,1,6,human,0
2449,1,6,llm,0
2450,1,6,unknown,0
2451,1,7,human,0
2452,1,7,llm,0
2453,1,7,unknown,0
2454,1,8,human,0
2455,1,8,llm,0
2456,1,8,unknown,0
2457,1,9,human,0
2458,1,9,llm,0
2459,1,9,unknown,0
2460,2,0,human,1
2461,2,0,llm,1
2462,2,0,unknown,1
2463,2,1,human,1
2464,2,1,llm,1
2465,2,1,unknown,1
2466,2,2,human,1
2467,2,2,llm,1
2468,2,2,unknown,1
2469,2,3,human,1
2470,2,3,llm,1
2471,2,3,unknown,1
2472,2,4,human,1
2473,2,4,llm,1
2474,2,4,unknown,1
2475,2,5,human,0
2476,2,5,llm,0
2477,2,5,unknown,0
2478,2,6,human,0
2479,2,6,llm,0
2480,2,6,unknown,0
2481,2,7,human,0
2482,2,7,llm,0
2483,2,7,unknown,0
2484,2,8,human,0
2485,2,8,llm,0
2486,2,8,unknown,0
2487,2,9,human,0
2488,2,9,llm,0
2489,2,9,unknown,0
2490,3,0,human,1
2491,3,0,llm,1
2492,3,0,unknown,1
2493,3,1,human,1
2494,3,1,llm,1
2495,3,1,unknown,1
2496,3,2,human,1
2497,3,2,llm,1
2498,3,2,unknown,1
2499,3,3,human,1
2500,3,3,llm,1
2501,3,3,unknown,1
2502,3,4,human,1
2503,3,4,llm,1
2504,3,4,unknown,1
2505,3,5,human,0
2506,3,5,llm,0
2507,3,5,unknown,0
2508,3,6,human,1
2509,3,6,llm,1
2510,3,6,unknown,1
2511,3,7,human,1
2512,3,7,llm,1
2513,3,7,unknown,1
2514,3,8,human,1
2515,3,8,llm,0
2516,3,8,unknown,0
2517,3,9,human,0
2518,3,9,llm,0
2519,3,9,unknown,0
2520,4,0,human,1
2521,4,0,llm,1
2522,4,0,unknown,1
2523,4,1,human,1
2524,4,1,llm,1
2525,4,1,unknown,1
2526,4,2,human,1
2527,4,2,llm,1
2528,4,2,unknown,1
2529,4,3,human,1
2530,4,3,llm,1
2531,4,3,unknown,1
2532,4,4,human,1
2533,4,4,llm,1
2534,4,4,unknown,1
2535,4,5,human,0
2536,4,5,llm,0
2537,4,5,unknown,0
2538,4,6,human,0
2539,4,6,llm,0
2540,4,6,unknown,0
2541,4,7,human,0
2542,4,7,llm,0
2543,4,7,unknown,0
2544,4,8,human,0
2545,4,8,llm,0
2546,4,8,unknown,0
2547,4,9,human,0
2548,4,9,llm,0
2549,4,9,unknown,0
2550,5,0,human,1
2551,5,0,llm,0
2552,5,0,unknown,0
2553,5,1,human,0
2554,5,1,llm,0
2555,5,1,unknown,0
2556,5,2,human,0
2557,5,2,llm,0
2558,5,2,unknown,0
2559,5,3,human,1
2560,5,3,llm,1
2561,5,3,unknown,1
2562,5,4,human,0
2563,5,4,llm,0
2564,5,4,unknown,0
2565,5,5,human,1
2566,5,5,llm,1
2567,5,5,unknown,1
2568,5,6,human,1
2569,5,6,llm,1
2570,5,6,unknown,1
2571,5,7,human,1
2572,5,7,llm,1
2573,5,7,unknown,1
2574,5,8,human,1
2575,5,8,llm,1
2576,5,8,unknown,1
2577,5,9,human,1
2578,5,9,llm,1
2579,5,9,unknown,1
2580,6,0,human,0
2581,6,0,llm,0
2582,6,0,unknown,0
2583,6,1,human,0
2584,6,1,llm,0
2585,6,1,unknown,0
2586,6,2,human,0
2587,6,2,llm,0
2588,6,2,unknown,0
2589,6,3,human,0
2590,6,3,llm,1
2591,6,3,unknown,1
2592,6,4,human,1
2593,6,4,llm,0
2594,6,4,unknown,0
2595,6,5,human,1
2596,6,5,llm,1
2597,6,5,unknown,1
2598,6,6,human,1
2599,6,6,llm,1
2600,6,6,unknown,1
2601,6,7,human,1
2602,6,7,llm,1
2603,6,7,unknown,1
2604,6,8,human,1
2605,6,8,llm,1
2606,6,8,unknown,1
2607,6,9,human,1
2608,6,9,llm,1
2609,6,9,unknown,1
2610,7,0,human,0
2611,7,0,llm,0
2612,7,0,unknown,0
2613,7,1,human,0
2614,7,1,llm,0
2615,7,1,unknown,0
2616,7,2,human,0
2617,7,2,llm,0
2618,7,2,unknown,0
2619,7,3,human,1
2620,7,3,llm,1
2621,7,3,unknown,1
2622,7,4,human,1
2623,7,4,llm,1
2624,7,4,unknown,1
2625,7,5,human,1
2626,7,5,llm,1
2627,7,5,unknown,1
2628,7,6,human,1
2629,7,6,llm,1
2630,7,6,unknown,1
2631,7,7,human,1
2632,7,7,llm,1
2633,7,7,unknown,1
2634,7,8,human,1
2635,7,8,llm,1
2636,7,8,unknown,1
2637,7,9,human,1
2638,7,9,llm,1
2639,7,9,unknown,1
2640,8,0,human,0
2641,8,0,llm,0
2642,8,0,unknown,0
2643,8,1,human,0
2644,8,1,llm,0
2645,8,1,unknown,0
2646,8,2,human,0
2647,8,2,llm,0
2648,8,2,unknown,0
2649,8,3,human,0
2650,8,3,llm,1
2651,8,3,unknown,1
2652,8,4,human,0
2653,8,4,llm,1
2654,8,4,unknown,0
2655,8,5,human,1
2656,8,5,llm,1
2657,8,5,unknown,1
2658,8,6,human,1
2659,8,6,llm,1
2660,8,6,unknown,1
2661,8,7,human,1
2662,8,7,llm,1
2663,8,7,unknown,1
2664,8,8,human,1
2665,8,8,llm,1
2666,8,8,unknown,1
2667,8,9,human,1
2668,8,9,llm,1
2669,8,9,unknown,1
2670,9,0,human,0
2671,9,0,llm,0
2672,9,0,unknown,0
2673,9,1,human,0
2674,9,1,llm,0
2675,9,1,unknown,0
2676,9,2,human,0
2677,9,2,llm,0
2678,9,2,unknown,0
2679,9,3,human,1
2680,9,3,llm,1
2681,9,3,unknown,0
2682,9,4,human,1
2683,9,4,llm,0
2684,9,4,unknown,0
2685,9,5,human,1
2686,9,5,llm,1
2687,9,5,unknown,1
2688,9,6,human,1
2689,9,6,llm,1
2690,9,6,unknown,1
2691,9,7,human,1
2692,9,7,llm,1
2693,9,7,unknown,1
2694,9,8,human,1
2695,9,8,llm,1
2696,9,8,unknown,1
2697,9,9,human,1
2698,9,9,llm,1
2699,9,9,unknown,1
2700,0,0,human,1
2701,0,0,llm,1
2702,0,0,unknown,1
2703,0,1,human,1
2704,0,1,llm,1
2705,0,1,unknown,1
2706,0,2,human,1
2707,0,2,llm,1
2708,0,2,unknown,1
2709,0,3,human,1
2710,0,3,llm,1
2711,0,3,unknown,1
2712,0,4,human,1
2713,0,4,llm,1
2714,0,4,unknown,1
2715,0,5,human,0
2716,0,5,llm,0
2717,0,5,unknown,0
2718,0,6,human,0
2719,0,6,llm,0
2720,0,6,unknown,0
2721,0,7,human,1
2722,0,7,llm,0
2723,0,7,unknown,0
2724,0,8,human,0
2725,0,8,llm,0
2726,0,8,unknown,0
2727,0,9,human,0
2728,0,9,llm,0
2729,0,9,unknown,0
2730,1,0,human,1
2731,1,0,llm,1
2732,1,0,unknown,1
2733,1,1,human,1
2734,1,1,llm,1
2735,1,1,unknown,1
2736,1,2,human,1
2737,1,2,llm,1
2738,1,2,unknown,1
2739,1,3,human,1
2740,1,3,llm,1
2741,1,3,unknown,1
2742,1,4,human,1
2743,1,4,llm,1
2744,1,4,unknown,1
2745,1,5,human,0
2746,1,5,llm,0
2747,1,5,unknown,0
2748,1,6,human,0
2749,1,6,llm,0
2750,1,6,unknown,0
2751,1,7,human,0
2752,1,7,llm,0
2753,1,7,unknown,0
2754,1,8,human,0
2755,1,8,llm,0
2756,1,8,unknown,0
2757,1,9,human,0
2758,1,9,llm,0
2759,1,9,unknown,0
2760,2,0,human,1
2761,2,0,llm,1
2762,2,0,unknown,1
2763,2,1,human,1
2764,2,1,llm,1
2765,2,1,unknown,1
2766,2,2,human,1
2767,2,2,llm,1
2768,2,2,unknown,1
2769,2,3,human,1
2770,2,3,llm,1
2771,2,3,unknown,1
2772,2,4,human,1
2773,2,4,llm,1
2774,2,4,unknown,1
2775,2,5,human,0
2776,2,5,llm,0
2777,2,5,unknown,0
2778,2,6,human,0
2779,2,6,llm,0
2780,2,6,unknown,0
2781,2,7,human,0
2782,2,7,llm,0
2783,2,7,unknown,0
2784,2,8,human,0
2785,2,8,llm,0
2786,2,8,unknown,0
2787,2,9,human,0
2788,2,9,llm,0
2789,2,9,unknown,0
2790,3,0,human,1
2791,3,0,llm,1
2792,3,0,unknown,1
2793,3,1,human,1
2794,3,1,llm,1
2795,3,1,unknown,1
2796,3,2,human,1
2797,3,2,llm,1
2798,3,2,unknown,1
2799,3,3,human,1
2800,3,3,llm,1
2801,3,3,unknown,1
2802,3,4,human,1
2803,3,4,llm,1
2804,3,4,unknown,1
2805,3,5,human,0
2806,3,5,llm,0
2807,3,5,unknown,0
2808,3,6,human,1
2809,3,6,llm,0
2810,3,6,unknown,1
2811,3,7,human,1
2812,3,7,llm,1
2813,3,7,unknown,0
2814,3,8,human,0
2815,3,8,llm,0
2816,3,8,unknown,0
2817,3,9,human,0
2818,3,9,llm,0
2819,3,9,unknown,0
2820,4,0,human,1
2821,4,0,llm,1
2822,4,0,unknown,1
2823,4,1,human,1
2824,4,1,llm,1
2825,4,1,unknown,1
2826,4,2,human,1
2827,4,2,llm,1
2828,4,2,unknown,1
2829,4,3,human,1
2830,4,3,llm,1
2831,4,3,unknown,1
2832,4,4,human,1
2833,4,4,llm,1
2834,4,4,unknown,1
2835,4,5,human,0
2836,4,5,llm,0
2837,4,5,unknown,0
2838,4,6,human,0
2839,4,6,llm,0
2840,4,6,unknown,0
2841,4,7,human,0
2842,4,7,llm,0
2843,4,7,unknown,0
2844,4,8,human,0
2845,4,8,llm,0
2846,4,8,unknown,0
2847,4,9,human,0
2848,4,9,llm,0
2849,4,9,unknown,0
2850,5,0,human,0
2851,5,0,llm,0
2852,5,0,unknown,0
2853,5,1,human,0
2854,5,1,llm,0
2855,5,1,unknown,0
2856,5,2,human,0
2857,5,2,llm,0
2858,5,2,unknown,0
2859,5,3,human,1
2860,5,3,llm,1
2861,5,3,unknown,1
2862,5,4,human,0
2863,5,4,llm,0
2864,5,4,unknown,0
2865,5,5,human,1
2866,5,5,llm,1
2867,5,5,unknown,1
2868,5,6,human,1
2869,5,6,llm,1
2870,5,6,unknown,1
2871,5,7,human,1
2872,5,7,llm,1
2873,5,7,unknown,1
2874,5,8,human,1
2875,5,8,llm,1
2876,5,8,unknown,1
2877,5,9,human,1
2878,5,9,llm,1
2879,5,9,unknown,1
2880,6,0,human,0
2881,6,0,llm,0
2882,6,0,unknown,0
2883,6,1,human,0
2884,6,1,llm,0
2885,6,1,unknown,0
2886,6,2,human,0
2887,6,2,llm,0
2888,6,2,unknown,0
2889,6,3,human,1
2890,6,3,llm,1
2891,6,3,unknown,1
2892,6,4,human,0
2893,6,4,llm,0
2894,6,4,unknown,0
2895,6,5,human,1
2896,6,5,llm,1
2897,6,5,unknown,1
2898,6,6,human,1
2899,6,6,llm,1
2900,6,6,unknown,1
2901,6,7,human,1
2902,6,7,llm,1
2903,6,7,unknown,1
2904,6,8,human,1
2905,6,8,llm,1
2906,6,8,unknown,1
2907,6,9,human,1
2908,6,9,llm,1
2909,6,9,unknown,1
2910,7,0,human,0
2911,7,0,llm,0
2912,7,0,unknown,0
2913,7,1,human,0
2914,7,1,llm,0
2915,7,1,unknown,0
2916,7,2,human,0
2917,7,2,llm,0
2918,7,2,unknown,0
2919,7,3,human,1
2920,7,3,llm,1
2921,7,3,unknown,1
2922,7,4,human,0
2923,7,4,llm,0
2924,7,4,unknown,1
2925,7,5,human,1
2926,7,5,llm,1
2927,7,5,unknown,1
2928,7,6,human,1
2929,7,6,llm,1
2930,7,6,unknown,1
2931,7,7,human,1
2932,7,7,llm,1
2933,7,7,unknown,1
2934,7,8,human,1
2935,7,8,llm,1
2936,7,8,unknown,1
2937,7,9,human,1
2938,7,9,llm,1
2939,7,9,unknown,1
2940,8,0,human,0
2941,8,0,llm,0
2942,8,0,unknown,0
2943,8,1,human,0
2944,8,1,llm,0
2945,8,1,unknown,0
2946,8,2,human,0
2947,8,2,llm,0
2948,8,2,unknown,0
2949,8,3,human,1
2950,8,3,llm,1
2951,8,3,unknown,1
2952,8,4,human,0
2953,8,4,llm,0
2954,8,4,unknown,1
2955,8,5,human,1
2956,8,5,llm,1
2957,8,5,unknown,1
2958,8,6,human,1
2959,8,6,llm,1
2960,8,6,unknown,1
2961,8,7,human,1
2962,8,7,llm,1
2963,8,7,unknown,1
2964,8,8,human,1
2965,8,8,llm,1
2966,8,8,unknown,1
2967,8,9,human,1
2968,8,9,llm,1
2969,8,9,unknown,1
2970,9,0,human,0
2971,9,0,llm,0
2972,9,0,unknown,0
2973,9,1,human,0
2974,9,1,llm,0
2975,9,1,unknown,0
2976,9,2,human,0
2977,9,2,llm,0
2978,9,2,unknown,0
2979,9,3,human,1
2980,9,3,llm,1
2981,9,3,unknown,1
2982,9,4,human,0
2983,9,4,llm,0
2984,9,4,unknown,0
2985,9,5,human,1
2986,9,5,llm,1
2987,9,5,unknown,1
2988,9,6,human,1
2989,9,6,llm,1
2990,9,6,unknown,1
2991,9,7,human,1
2992,9,7,llm,1
2993,9,7,unknown,1
2994,9,8,human,1
2995,9,8,llm,1
2996,9,8,unknown,1
2997,9,9,human,1
2998,9,9,llm,1
2999,9,9,unknown,1
